feature,importance
Cabin_B69,0.0
Cabin_B71,0.004207258143863182
Cabin_B73,0.0
Cabin_B77,0.0
Cabin_B80,0.0
Cabin_B82 B84,0.0012464578543003723
Cabin_B86,0.0012900586660166658
Cabin_B96 B98,0.013653879887516531
Cabin_C101,0.0004056145259621098
Cabin_C104,0.007197090204840392
Cabin_C110,0.0
Cabin_C111,0.0036199755731057158
Cabin_C118,0.003746937189554591
Cabin_C123,0.018326583550909627
Cabin_C124,0.0005897390104002662
Cabin_C125,0.0
Cabin_C126,0.00480749077401781
Cabin_C148,0.0024061377975127373
Cabin_C2,0.03905832497927085
Cabin_C22 C26,0.07702618249224992
Cabin_C23 C25 C27,0.0
Cabin_C30,0.0005310896466654894
Cabin_C32,0.00016264732030238084
Cabin_C45,0.0
Cabin_C49,0.0042161158412927875
Cabin_C50,0.0
Cabin_C52,0.0018222689235768258
Cabin_C54,0.0002230801934055642
Cabin_C62 C64,0.0
Cabin_C65,0.005292506431265269
Cabin_C68,0.0014612980163640373
Cabin_C70,0.0010524313322908807
Cabin_C78,0.0
Cabin_C82,0.0034840012737001633
Cabin_C83,0.0
Cabin_C85,0.0
Cabin_C90,0.0
Cabin_C91,0.004201130711057479
Cabin_C92,0.005447914699572735
Cabin_C93,0.008883927922782168
Cabin_C99,0.0
Cabin_D,0.0
Cabin_D10 D12,0.003565117965797942
Cabin_D11,0.0004116070558921621
Cabin_D15,0.0
Cabin_D17,0.0
Cabin_D19,0.00320831590498677
Cabin_D20,0.0
Cabin_D28,0.0
Cabin_D30,0.010267490561937617
Cabin_D33,0.0
Cabin_D35,0.010316827686487989
Cabin_D36,0.0
Cabin_D37,0.0002470805347176657
Cabin_D46,0.0010884144446817318
Cabin_D47,0.0003765925727263276
Cabin_D48,0.001879362226460271
Cabin_D49,0.0
Cabin_D50,0.0023401194251525094
Cabin_D56,0.0020720027584521677
Cabin_D6,0.003419629553986421
Cabin_D7,0.0
Cabin_D9,0.0003660292864869168
Cabin_E10,0.006899053074862442
Cabin_E101,0.0
Cabin_E12,0.004372254236302853
Cabin_E121,0.001760497520589405
Cabin_E17,0.0016047334128796741
Cabin_E24,0.010062119267824741
Cabin_E25,0.03736140661343469
Cabin_E31,0.0
Cabin_E36,0.0
Cabin_E38,0.0011961897274922562
Cabin_E40,0.0
Cabin_E44,0.000577510798562328
Cabin_E46,0.0011897453819400352
Cabin_E49,0.0
Cabin_E58,0.0016933340997856597
Cabin_E63,0.0013865248917198335
Cabin_E67,0.0
Cabin_E68,0.0
Cabin_E77,0.002767241918689693
Cabin_E8,0.017281765080292007
Cabin_F G73,0.002170540305098394
Cabin_F2,0.0007741632181867414
Cabin_F33,0.01433491978948051
Cabin_F4,0.005374864503117245
Cabin_G6,0.0232009316429323
Cabin_T,0.004479831507668477
Embarked_C,0.058211309705987486
Embarked_Q,0.011860295536555831
Embarked_S,0.23516585872944262
